id,name,language,tag,package,version,date_epoch,date
287,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/virtualmachineimagebuilder/armvirtualmachineimagebuilder@v0.2.1,go,sdk/resourcemanager/virtualmachineimagebuilder/armvirtualmachineimagebuilder/v0.2.1,sdk/resourcemanager/virtualmachineimagebuilder/armvirtualmachineimagebuilder,v0.2.1,1645426187,2/21/2022
288,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/videoanalyzer/armvideoanalyzer@v0.2.1,go,sdk/resourcemanager/videoanalyzer/armvideoanalyzer/v0.2.1,sdk/resourcemanager/videoanalyzer/armvideoanalyzer,v0.2.1,1645426172,2/21/2022
289,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/trafficmanager/armtrafficmanager@v0.2.1,go,sdk/resourcemanager/trafficmanager/armtrafficmanager/v0.2.1,sdk/resourcemanager/trafficmanager/armtrafficmanager,v0.2.1,1645426152,2/21/2022
290,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/testbase/armtestbase@v0.2.1,go,sdk/resourcemanager/testbase/armtestbase/v0.2.1,sdk/resourcemanager/testbase/armtestbase,v0.2.1,1645426149,2/21/2022
291,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/synapse/armsynapse@v0.2.1,go,sdk/resourcemanager/synapse/armsynapse/v0.2.1,sdk/resourcemanager/synapse/armsynapse,v0.2.1,1645426124,2/21/2022
292,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/support/armsupport@v0.2.1,go,sdk/resourcemanager/support/armsupport/v0.2.1,sdk/resourcemanager/support/armsupport,v0.2.1,1645426111,2/21/2022
293,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/subscription/armsubscription@v0.2.1,go,sdk/resourcemanager/subscription/armsubscription/v0.2.1,sdk/resourcemanager/subscription/armsubscription,v0.2.1,1645426104,2/21/2022
294,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/streamanalytics/armstreamanalytics@v0.3.1,go,sdk/resourcemanager/streamanalytics/armstreamanalytics/v0.3.1,sdk/resourcemanager/streamanalytics/armstreamanalytics,v0.3.1,1645426060,2/21/2022
295,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/storagepool/armstoragepool@v0.2.1,go,sdk/resourcemanager/storagepool/armstoragepool/v0.2.1,sdk/resourcemanager/storagepool/armstoragepool,v0.2.1,1645426048,2/21/2022
296,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/storagesync/armstoragesync@v0.2.1,go,sdk/resourcemanager/storagesync/armstoragesync/v0.2.1,sdk/resourcemanager/storagesync/armstoragesync,v0.2.1,1645426045,2/21/2022
297,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/storageimportexport/armstorageimportexport@v0.2.1,go,sdk/resourcemanager/storageimportexport/armstorageimportexport/v0.2.1,sdk/resourcemanager/storageimportexport/armstorageimportexport,v0.2.1,1645426029,2/21/2022
298,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/storagecache/armstoragecache@v0.2.1,go,sdk/resourcemanager/storagecache/armstoragecache/v0.2.1,sdk/resourcemanager/storagecache/armstoragecache,v0.2.1,1645426029,2/21/2022
299,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/storage/armstorage@v0.4.1,go,sdk/resourcemanager/storage/armstorage/v0.4.1,sdk/resourcemanager/storage/armstorage,v0.4.1,1645426006,2/21/2022
300,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/sqlvirtualmachine/armsqlvirtualmachine@v0.2.1,go,sdk/resourcemanager/sqlvirtualmachine/armsqlvirtualmachine/v0.2.1,sdk/resourcemanager/sqlvirtualmachine/armsqlvirtualmachine,v0.2.1,1645425980,2/21/2022
301,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/sql/armsql@v0.3.1,go,sdk/resourcemanager/sql/armsql/v0.3.1,sdk/resourcemanager/sql/armsql,v0.3.1,1645425971,2/21/2022
302,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/solutions/armmanagedapplications@v0.2.1,go,sdk/resourcemanager/solutions/armmanagedapplications/v0.2.1,sdk/resourcemanager/solutions/armmanagedapplications,v0.2.1,1645425956,2/21/2022
303,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/signalr/armsignalr@v0.2.1,go,sdk/resourcemanager/signalr/armsignalr/v0.2.1,sdk/resourcemanager/signalr/armsignalr,v0.2.1,1645425927,2/21/2022
304,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/servicefabricmesh/armservicefabricmesh@v0.2.1,go,sdk/resourcemanager/servicefabricmesh/armservicefabricmesh/v0.2.1,sdk/resourcemanager/servicefabricmesh/armservicefabricmesh,v0.2.1,1645425913,2/21/2022
305,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/servicelinker/armservicelinker@v0.2.1,go,sdk/resourcemanager/servicelinker/armservicelinker/v0.2.1,sdk/resourcemanager/servicelinker/armservicelinker,v0.2.1,1645425897,2/21/2022
306,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/servicefabric/armservicefabric@v0.3.1,go,sdk/resourcemanager/servicefabric/armservicefabric/v0.3.1,sdk/resourcemanager/servicefabric/armservicefabric,v0.3.1,1645425880,2/21/2022
307,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/servicebus/armservicebus@v0.3.1,go,sdk/resourcemanager/servicebus/armservicebus/v0.3.1,sdk/resourcemanager/servicebus/armservicebus,v0.3.1,1645425873,2/21/2022
308,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/serialconsole/armserialconsole@v0.2.1,go,sdk/resourcemanager/serialconsole/armserialconsole/v0.2.1,sdk/resourcemanager/serialconsole/armserialconsole,v0.2.1,1645425854,2/21/2022
309,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/securityinsights/armsecurityinsights@v0.1.1,go,sdk/resourcemanager/securityinsights/armsecurityinsights/v0.1.1,sdk/resourcemanager/securityinsights/armsecurityinsights,v0.1.1,1645425829,2/21/2022
310,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/security/armsecurity@v0.3.1,go,sdk/resourcemanager/security/armsecurity/v0.3.1,sdk/resourcemanager/security/armsecurity,v0.3.1,1645425812,2/21/2022
311,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/search/armsearch@v0.3.1,go,sdk/resourcemanager/search/armsearch/v0.3.1,sdk/resourcemanager/search/armsearch,v0.3.1,1645425716,2/21/2022
312,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/saas/armsaas@v0.2.1,go,sdk/resourcemanager/saas/armsaas/v0.2.1,sdk/resourcemanager/saas/armsaas,v0.2.1,1645425691,2/21/2022
313,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/resources/armtemplatespecs@v0.2.1,go,sdk/resourcemanager/resources/armtemplatespecs/v0.2.1,sdk/resourcemanager/resources/armtemplatespecs,v0.2.1,1645425686,2/21/2022
314,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/resources/armsubscriptions@v0.2.1,go,sdk/resourcemanager/resources/armsubscriptions/v0.2.1,sdk/resourcemanager/resources/armsubscriptions,v0.2.1,1645425678,2/21/2022
315,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/resources/armpolicy@v0.3.1,go,sdk/resourcemanager/resources/armpolicy/v0.3.1,sdk/resourcemanager/resources/armpolicy,v0.3.1,1645425670,2/21/2022
316,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/resources/armresources@v0.3.1,go,sdk/resourcemanager/resources/armresources/v0.3.1,sdk/resourcemanager/resources/armresources,v0.3.1,1645425665,2/21/2022
317,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/resources/armmanagedapplications@v0.2.1,go,sdk/resourcemanager/resources/armmanagedapplications/v0.2.1,sdk/resourcemanager/resources/armmanagedapplications,v0.2.1,1645425606,2/21/2022
318,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/resources/armlocks@v0.2.1,go,sdk/resourcemanager/resources/armlocks/v0.2.1,sdk/resourcemanager/resources/armlocks,v0.2.1,1645425575,2/21/2022
319,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/resources/armfeatures@v0.2.1,go,sdk/resourcemanager/resources/armfeatures/v0.2.1,sdk/resourcemanager/resources/armfeatures,v0.2.1,1645425556,2/21/2022
320,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/resources/armdeploymentscripts@v0.3.1,go,sdk/resourcemanager/resources/armdeploymentscripts/v0.3.1,sdk/resourcemanager/resources/armdeploymentscripts,v0.3.1,1645425550,2/21/2022
321,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/resourcemover/armresourcemover@v0.2.1,go,sdk/resourcemanager/resourcemover/armresourcemover/v0.2.1,sdk/resourcemanager/resourcemover/armresourcemover,v0.2.1,1645425530,2/21/2022
322,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/resourcehealth/armresourcehealth@v0.3.1,go,sdk/resourcemanager/resourcehealth/armresourcehealth/v0.3.1,sdk/resourcemanager/resourcehealth/armresourcehealth,v0.3.1,1645425528,2/21/2022
323,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/recoveryservices/armrecoveryservicesbackup@v0.3.1,go,sdk/resourcemanager/recoveryservices/armrecoveryservicesbackup/v0.3.1,sdk/resourcemanager/recoveryservices/armrecoveryservicesbackup,v0.3.1,1645425519,2/21/2022
324,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/reservations/armreservations@v0.2.1,go,sdk/resourcemanager/reservations/armreservations/v0.2.1,sdk/resourcemanager/reservations/armreservations,v0.2.1,1645425513,2/21/2022
325,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/resourcegraph/armresourcegraph@v0.3.1,go,sdk/resourcemanager/resourcegraph/armresourcegraph/v0.3.1,sdk/resourcemanager/resourcegraph/armresourcegraph,v0.3.1,1645425511,2/21/2022
326,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/recoveryservices/armrecoveryservicessiterecovery@v0.2.1,go,sdk/resourcemanager/recoveryservices/armrecoveryservicessiterecovery/v0.2.1,sdk/resourcemanager/recoveryservices/armrecoveryservicessiterecovery,v0.2.1,1645425499,2/21/2022
327,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/relay/armrelay@v0.3.1,go,sdk/resourcemanager/relay/armrelay/v0.3.1,sdk/resourcemanager/relay/armrelay,v0.3.1,1645425477,2/21/2022
328,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/redis/armredis@v0.3.1,go,sdk/resourcemanager/redis/armredis/v0.3.1,sdk/resourcemanager/redis/armredis,v0.3.1,1645425466,2/21/2022
329,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/redisenterprise/armredisenterprise@v0.2.1,go,sdk/resourcemanager/redisenterprise/armredisenterprise/v0.2.1,sdk/resourcemanager/redisenterprise/armredisenterprise,v0.2.1,1645425461,2/21/2022
330,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/redhatopenshift/armredhatopenshift@v0.2.1,go,sdk/resourcemanager/redhatopenshift/armredhatopenshift/v0.2.1,sdk/resourcemanager/redhatopenshift/armredhatopenshift,v0.2.1,1645425437,2/21/2022
331,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/recoveryservices/armrecoveryservices@v0.3.1,go,sdk/resourcemanager/recoveryservices/armrecoveryservices/v0.3.1,sdk/resourcemanager/recoveryservices/armrecoveryservices,v0.3.1,1645425431,2/21/2022
332,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/privatedns/armprivatedns@v0.3.1,go,sdk/resourcemanager/privatedns/armprivatedns/v0.3.1,sdk/resourcemanager/privatedns/armprivatedns,v0.3.1,1645425414,2/21/2022
333,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/quota/armquota@v0.2.1,go,sdk/resourcemanager/quota/armquota/v0.2.1,sdk/resourcemanager/quota/armquota,v0.2.1,1645425404,2/21/2022
334,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/powerbidedicated/armpowerbidedicated@v0.2.1,go,sdk/resourcemanager/powerbidedicated/armpowerbidedicated/v0.2.1,sdk/resourcemanager/powerbidedicated/armpowerbidedicated,v0.2.1,1645425399,2/21/2022
335,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/quantum/armquantum@v0.2.1,go,sdk/resourcemanager/quantum/armquantum/v0.2.1,sdk/resourcemanager/quantum/armquantum,v0.2.1,1645425398,2/21/2022
336,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/postgresql/armpostgresqlflexibleservers@v0.3.1,go,sdk/resourcemanager/postgresql/armpostgresqlflexibleservers/v0.3.1,sdk/resourcemanager/postgresql/armpostgresqlflexibleservers,v0.3.1,1645425393,2/21/2022
337,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/purview/armpurview@v0.2.1,go,sdk/resourcemanager/purview/armpurview/v0.2.1,sdk/resourcemanager/purview/armpurview,v0.2.1,1645425389,2/21/2022
338,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/providerhub/armproviderhub@v0.2.1,go,sdk/resourcemanager/providerhub/armproviderhub/v0.2.1,sdk/resourcemanager/providerhub/armproviderhub,v0.2.1,1645425375,2/21/2022
339,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/powerbiprivatelinks/armpowerbiprivatelinks@v0.2.1,go,sdk/resourcemanager/powerbiprivatelinks/armpowerbiprivatelinks/v0.2.1,sdk/resourcemanager/powerbiprivatelinks/armpowerbiprivatelinks,v0.2.1,1645425358,2/21/2022
340,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/postgresqlhsc/armpostgresqlhsc@v0.2.1,go,sdk/resourcemanager/postgresqlhsc/armpostgresqlhsc/v0.2.1,sdk/resourcemanager/postgresqlhsc/armpostgresqlhsc,v0.2.1,1645425334,2/21/2022
341,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/postgresql/armpostgresql@v0.3.1,go,sdk/resourcemanager/postgresql/armpostgresql/v0.3.1,sdk/resourcemanager/postgresql/armpostgresql,v0.3.1,1645425235,2/21/2022
342,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/portal/armportal@v0.2.1,go,sdk/resourcemanager/portal/armportal/v0.2.1,sdk/resourcemanager/portal/armportal,v0.2.1,1645425171,2/21/2022
343,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/policyinsights/armpolicyinsights@v0.1.1,go,sdk/resourcemanager/policyinsights/armpolicyinsights/v0.1.1,sdk/resourcemanager/policyinsights/armpolicyinsights,v0.1.1,1645425153,2/21/2022
344,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/peering/armpeering@v0.2.1,go,sdk/resourcemanager/peering/armpeering/v0.2.1,sdk/resourcemanager/peering/armpeering,v0.2.1,1645425151,2/21/2022
345,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/orbital/armorbital@v0.2.1,go,sdk/resourcemanager/orbital/armorbital/v0.2.1,sdk/resourcemanager/orbital/armorbital,v0.2.1,1645425100,2/21/2022
346,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/operationsmanagement/armoperationsmanagement@v0.3.1,go,sdk/resourcemanager/operationsmanagement/armoperationsmanagement/v0.3.1,sdk/resourcemanager/operationsmanagement/armoperationsmanagement,v0.3.1,1645425083,2/21/2022
347,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/operationalinsights/armoperationalinsights@v0.3.1,go,sdk/resourcemanager/operationalinsights/armoperationalinsights/v0.3.1,sdk/resourcemanager/operationalinsights/armoperationalinsights,v0.3.1,1645425072,2/21/2022
348,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/oep/armoep@v0.1.1,go,sdk/resourcemanager/oep/armoep/v0.1.1,sdk/resourcemanager/oep/armoep,v0.1.1,1645425059,2/21/2022
349,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/notificationhubs/armnotificationhubs@v0.3.1,go,sdk/resourcemanager/notificationhubs/armnotificationhubs/v0.3.1,sdk/resourcemanager/notificationhubs/armnotificationhubs,v0.3.1,1645425046,2/21/2022
350,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/network/armnetwork@v0.3.1,go,sdk/resourcemanager/network/armnetwork/v0.3.1,sdk/resourcemanager/network/armnetwork,v0.3.1,1645425017,2/21/2022
351,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/netapp/armnetapp@v0.2.1,go,sdk/resourcemanager/netapp/armnetapp/v0.2.1,sdk/resourcemanager/netapp/armnetapp,v0.2.1,1645425005,2/21/2022
352,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/mysql/armmysqlflexibleservers@v0.3.1,go,sdk/resourcemanager/mysql/armmysqlflexibleservers/v0.3.1,sdk/resourcemanager/mysql/armmysqlflexibleservers,v0.3.1,1645424999,2/21/2022
353,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/mysql/armmysql@v0.3.1,go,sdk/resourcemanager/mysql/armmysql/v0.3.1,sdk/resourcemanager/mysql/armmysql,v0.3.1,1645424995,2/21/2022
354,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/msi/armmsi@v0.3.1,go,sdk/resourcemanager/msi/armmsi/v0.3.1,sdk/resourcemanager/msi/armmsi,v0.3.1,1645424973,2/21/2022
355,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/monitor/armmonitor@v0.4.1,go,sdk/resourcemanager/monitor/armmonitor/v0.4.1,sdk/resourcemanager/monitor/armmonitor,v0.4.1,1645424952,2/21/2022
356,com.azure.resourcemanager:azure-resourcemanager-kusto:1.0.0-beta.4,java,azure-resourcemanager-kusto_1.0.0-beta.4,azure-resourcemanager-kusto,1.0.0-beta.4,1645495039,2/22/2022
357,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/servicefabric/armservicefabric@v0.4.0,go,sdk/resourcemanager/servicefabric/armservicefabric/v0.4.0,sdk/resourcemanager/servicefabric/armservicefabric,v0.4.0,1645525407,2/22/2022
358,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/resourcehealth/armresourcehealth@v0.4.0,go,sdk/resourcemanager/resourcehealth/armresourcehealth/v0.4.0,sdk/resourcemanager/resourcehealth/armresourcehealth,v0.4.0,1645522878,2/22/2022
359,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/policyinsights/armpolicyinsights@v0.2.0,go,sdk/resourcemanager/policyinsights/armpolicyinsights/v0.2.0,sdk/resourcemanager/policyinsights/armpolicyinsights,v0.2.0,1645522876,2/22/2022
360,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/peering/armpeering@v0.3.0,go,sdk/resourcemanager/peering/armpeering/v0.3.0,sdk/resourcemanager/peering/armpeering,v0.3.0,1645522628,2/22/2022
361,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/managementgroups/armmanagementgroups@v0.4.0,go,sdk/resourcemanager/managementgroups/armmanagementgroups/v0.4.0,sdk/resourcemanager/managementgroups/armmanagementgroups,v0.4.0,1645515101,2/22/2022
362,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/dnsresolver/armdnsresolver@v0.1.0,go,sdk/resourcemanager/dnsresolver/armdnsresolver/v0.1.0,sdk/resourcemanager/dnsresolver/armdnsresolver,v0.1.0,1645513388,2/22/2022
363,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/kubernetesconfiguration/armkubernetesconfiguration@v0.3.0,go,sdk/resourcemanager/kubernetesconfiguration/armkubernetesconfiguration/v0.3.0,sdk/resourcemanager/kubernetesconfiguration/armkubernetesconfiguration,v0.3.0,1645511934,2/22/2022
364,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/mixedreality/armmixedreality@v0.2.1,go,sdk/resourcemanager/mixedreality/armmixedreality/v0.2.1,sdk/resourcemanager/mixedreality/armmixedreality,v0.2.1,1645424934,2/21/2022
365,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/mediaservices/armmediaservices@v0.3.1,go,sdk/resourcemanager/mediaservices/armmediaservices/v0.3.1,sdk/resourcemanager/mediaservices/armmediaservices,v0.3.1,1645424920,2/21/2022
366,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/marketplaceordering/armmarketplaceordering@v0.2.1,go,sdk/resourcemanager/marketplaceordering/armmarketplaceordering/v0.2.1,sdk/resourcemanager/marketplaceordering/armmarketplaceordering,v0.2.1,1645424913,2/21/2022
367,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/marketplace/armmarketplace@v0.2.1,go,sdk/resourcemanager/marketplace/armmarketplace/v0.2.1,sdk/resourcemanager/marketplace/armmarketplace,v0.2.1,1645424899,2/21/2022
368,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/mariadb/armmariadb@v0.2.1,go,sdk/resourcemanager/mariadb/armmariadb/v0.2.1,sdk/resourcemanager/mariadb/armmariadb,v0.2.1,1645424867,2/21/2022
369,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/maps/armmaps@v0.2.1,go,sdk/resourcemanager/maps/armmaps/v0.2.1,sdk/resourcemanager/maps/armmaps,v0.2.1,1645424863,2/21/2022
370,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/managementpartner/armmanagementpartner@v0.2.1,go,sdk/resourcemanager/managementpartner/armmanagementpartner/v0.2.1,sdk/resourcemanager/managementpartner/armmanagementpartner,v0.2.1,1645424851,2/21/2022
371,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/managementgroups/armmanagementgroups@v0.3.1,go,sdk/resourcemanager/managementgroups/armmanagementgroups/v0.3.1,sdk/resourcemanager/managementgroups/armmanagementgroups,v0.3.1,1645424847,2/21/2022
372,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/managedservices/armmanagedservices@v0.2.1,go,sdk/resourcemanager/managedservices/armmanagedservices/v0.2.1,sdk/resourcemanager/managedservices/armmanagedservices,v0.2.1,1645424834,2/21/2022
373,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/machinelearningservices/armmachinelearningservices@v0.2.1,go,sdk/resourcemanager/machinelearningservices/armmachinelearningservices/v0.2.1,sdk/resourcemanager/machinelearningservices/armmachinelearningservices,v0.2.1,1645424826,2/21/2022
374,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/maintenance/armmaintenance@v0.2.1,go,sdk/resourcemanager/maintenance/armmaintenance/v0.2.1,sdk/resourcemanager/maintenance/armmaintenance,v0.2.1,1645424806,2/21/2022
375,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/m365securityandcompliance/armm365securityandcompliance@v0.2.1,go,sdk/resourcemanager/m365securityandcompliance/armm365securityandcompliance/v0.2.1,sdk/resourcemanager/m365securityandcompliance/armm365securityandcompliance,v0.2.1,1645424786,2/21/2022
376,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/logz/armlogz@v0.2.1,go,sdk/resourcemanager/logz/armlogz/v0.2.1,sdk/resourcemanager/logz/armlogz,v0.2.1,1645424786,2/21/2022
377,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/logic/armlogic@v0.3.1,go,sdk/resourcemanager/logic/armlogic/v0.3.1,sdk/resourcemanager/logic/armlogic,v0.3.1,1645424771,2/21/2022
378,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/loadtestservice/armloadtestservice@v0.2.1,go,sdk/resourcemanager/loadtestservice/armloadtestservice/v0.2.1,sdk/resourcemanager/loadtestservice/armloadtestservice,v0.2.1,1645424759,2/21/2022
379,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/kusto/armkusto@v0.2.1,go,sdk/resourcemanager/kusto/armkusto/v0.2.1,sdk/resourcemanager/kusto/armkusto,v0.2.1,1645424740,2/21/2022
380,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/labservices/armlabservices@v0.2.1,go,sdk/resourcemanager/labservices/armlabservices/v0.2.1,sdk/resourcemanager/labservices/armlabservices,v0.2.1,1645424721,2/21/2022
381,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/kubernetesconfiguration/armkubernetesconfiguration@v0.2.1,go,sdk/resourcemanager/kubernetesconfiguration/armkubernetesconfiguration/v0.2.1,sdk/resourcemanager/kubernetesconfiguration/armkubernetesconfiguration,v0.2.1,1645424694,2/21/2022
382,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/keyvault/armkeyvault@v0.3.1,go,sdk/resourcemanager/keyvault/armkeyvault/v0.3.1,sdk/resourcemanager/keyvault/armkeyvault,v0.3.1,1645424686,2/21/2022
383,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/iotsecurity/armiotsecurity@v0.2.1,go,sdk/resourcemanager/iotsecurity/armiotsecurity/v0.2.1,sdk/resourcemanager/iotsecurity/armiotsecurity,v0.2.1,1645424669,2/21/2022
384,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/iothub/armiothub@v0.3.1,go,sdk/resourcemanager/iothub/armiothub/v0.3.1,sdk/resourcemanager/iothub/armiothub,v0.3.1,1645424666,2/21/2022
385,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/hybridnetwork/armhybridnetwork@v0.2.1,go,sdk/resourcemanager/hybridnetwork/armhybridnetwork/v0.2.1,sdk/resourcemanager/hybridnetwork/armhybridnetwork,v0.2.1,1645424623,2/21/2022
386,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/iotcentral/armiotcentral@v0.2.1,go,sdk/resourcemanager/iotcentral/armiotcentral/v0.2.1,sdk/resourcemanager/iotcentral/armiotcentral,v0.2.1,1645424614,2/21/2022
387,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/hybridkubernetes/armhybridkubernetes@v0.2.1,go,sdk/resourcemanager/hybridkubernetes/armhybridkubernetes/v0.2.1,sdk/resourcemanager/hybridkubernetes/armhybridkubernetes,v0.2.1,1645424611,2/21/2022
388,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/hybriddatamanager/armhybriddatamanager@v0.2.1,go,sdk/resourcemanager/hybriddatamanager/armhybriddatamanager/v0.2.1,sdk/resourcemanager/hybriddatamanager/armhybriddatamanager,v0.2.1,1645424540,2/21/2022
389,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/hybridconnectivity/armhybridconnectivity@v0.2.1,go,sdk/resourcemanager/hybridconnectivity/armhybridconnectivity/v0.2.1,sdk/resourcemanager/hybridconnectivity/armhybridconnectivity,v0.2.1,1645424522,2/21/2022
390,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/hybridcompute/armhybridcompute@v0.2.1,go,sdk/resourcemanager/hybridcompute/armhybridcompute/v0.2.1,sdk/resourcemanager/hybridcompute/armhybridcompute,v0.2.1,1645424511,2/21/2022
391,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/healthcareapis/armhealthcareapis@v0.2.1,go,sdk/resourcemanager/healthcareapis/armhealthcareapis/v0.2.1,sdk/resourcemanager/healthcareapis/armhealthcareapis,v0.2.1,1645424489,2/21/2022
392,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/healthbot/armhealthbot@v0.2.1,go,sdk/resourcemanager/healthbot/armhealthbot/v0.2.1,sdk/resourcemanager/healthbot/armhealthbot,v0.2.1,1645424476,2/21/2022
393,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/hdinsight/armhdinsight@v0.2.1,go,sdk/resourcemanager/hdinsight/armhdinsight/v0.2.1,sdk/resourcemanager/hdinsight/armhdinsight,v0.2.1,1645424427,2/21/2022
394,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/hardwaresecuritymodules/armhardwaresecuritymodules@v0.2.1,go,sdk/resourcemanager/hardwaresecuritymodules/armhardwaresecuritymodules/v0.2.1,sdk/resourcemanager/hardwaresecuritymodules/armhardwaresecuritymodules,v0.2.1,1645424404,2/21/2022
